market,status,side,size,maxSize,entryPrice,exitPrice,createdAt,createdAtHeight,closedAt,sumOpen,sumClose,netFunding,subaccountNumber
ARB/USDC:USDC,OPEN,,1670,,0.59891,,,,,,,,,
kPEPE/USDC:USDC,OPEN,,44977,,0.008899,,,,,,,,,
kSHIB/USDC:USDC,OPEN,,73038,,0.015053,,,,,,,,
ETH/USDC:USDC,OPEN,,0.1466,,2724.55,,,,,,,,
LTC/USDC:USDC,OPEN,,13.73,,65.3069,,,,,,,,,
TON/USDC:USDC,OPEN,,85.2,,5.86763,,,,,,,,
BNB/USDC:USDC,OPEN,,1.54,,566.829,,,,,,,,
WLD/USDC:USDC,OPEN,,227.4,,1.75965,,,,,,,,
BTC/USDC:USDC,OPEN,,0.00471,,63616.5,,,,,,,,,
AAVE/USDC:USDC,OPEN,,5.13,,136.7138,,,,,,,,
SEI/USDC:USDC,OPEN,,577,,0.345704,,,,,,,,
BNB/USDC:USDC,OPEN,,1.72,,565.551,,,,,,,,
LINK/USDC:USDC,OPEN,,24.4,,12.2455,,,,,,,,
SUI/USDC:USDC,OPEN,,621.8,,0.96457,,,,,,,,
SUI/USDC:USDC,OPEN,,728.7,,0.96015,,,,,,,,,
TON/USDC:USDC,OPEN,,104.4,,5.74735,,,,,,,,
TRX/USDC:USDC,OPEN,,616,,0.16213,,,,,,,,
kPEPE/USDC:USDC,OPEN,,56803,,0.008806,,,,,,,,,
WLD/USDC:USDC,OPEN,,287.9,,1.73713,,,,,,,,,
kBONK/USDC:USDC,OPEN,,66922,,0.020909,,,,,,,,
ETH/USDC:USDC,OPEN,,0.1839,,2714.22,,,,,,,,,
SOL/USDC:USDC,OPEN,,1.27,,158.0612,,,,,,,,,
BNB/USDC:USDC,OPEN,,1.9,,563.909,,,,,,,,,
kSHIB/USDC:USDC,OPEN,,79963,,0.014999,,,,,,,,
ARB/USDC:USDC,OPEN,,1845.1,,0.59618,,,,,,,,
LTC/USDC:USDC,OPEN,,15.31,,65.0948,,,,,,,,,
AAVE/USDC:USDC,OPEN,,5.91,,135.5994,,,,,,,,
BTC/USDC:USDC,OPEN,,0.0063,,63458.1,,,,,,,,,
LINK/USDC:USDC,OPEN,,32.8,,12.15471,,,,,,,,
TRX/USDC:USDC,OPEN,,1234,,0.161869,,,,,,,,
LINK/USDC:USDC,OPEN,,41.2,,12.09463,,,,,,,,
ETH/USDC:USDC,OPEN,,0.2211,,2708.39,,,,,,,,
ARB/USDC:USDC,OPEN,,2020.2,,0.59399,,,,,,,,
BTC/USDC:USDC,OPEN,,0.00789,,63340.8,,,,,,,,
LTC/USDC:USDC,OPEN,,16.89,,64.9082,,,,,,,,
TRX/USDC:USDC,OPEN,,1851,,0.161863,,,,,,,,
BTC/USDC:USDC,OPEN,,0.00948,,63246.4,,,,,,,,,
SOL/USDC:USDC,OPEN,,1.9,,157.895,,,,,,,,
RUNE/USDC:USDC,OPEN,,23,,4.353,,,,,,,,
TRX/USDC:USDC,OPEN,,2469,,0.161807,,,,,,,,
BTC/USDC:USDC,OPEN,,0.01107,,63201.2,,,,,,,,,
SUI/USDC:USDC,OPEN,,105.2,,0.94999,,,,,,,,
AAVE/USDC:USDC,OPEN,,6.69,,134.7903,,,,,,,,
WLD/USDC:USDC,OPEN,,346.8,,1.7306,,,,,,,,,
kSHIB/USDC:USDC,OPEN,,86770,,0.014975,,,,,,,,,
kBONK/USDC:USDC,OPEN,,71946,,0.02084,,,,,,,,
ARB/USDC:USDC,OPEN,,2194.8,,0.59232,,,,,,,,,
kPEPE/USDC:USDC,OPEN,,68521,,0.00876,,,,,,,,
ETH/USDC:USDC,OPEN,,0.2584,,2704.11,,,,,,,,,
SOL/USDC:USDC,OPEN,,2.53,,157.9635,,,,,,,,,
BNB/USDC:USDC,OPEN,,2.08,,563.049,,,,,,,,,
LTC/USDC:USDC,OPEN,,18.47,,64.7606,,,,,,,,,
LINK/USDC:USDC,OPEN,,49.6,,12.05929,,,,,,,,
TRX/USDC:USDC,OPEN,,3090,,0.161614,,,,,,,,
SOL/USDC:USDC,OPEN,,3.17,,157.7488,,,,,,,,
kPEPE/USDC:USDC,OPEN,,80369,,0.008714,,,,,,,,
RUNE/USDC:USDC,OPEN,,-23.4,,4.26898,,,,,,,,
LTC/USDC:USDC,OPEN,,20.05,,64.6142,,,,,,,,,
WLD/USDC:USDC,OPEN,,407.3,,1.71896,,,,,,,,
ETH/USDC:USDC,OPEN,,0.2958,,2699.63,,,,,,,,
BNB/USDC:USDC,OPEN,,2.26,,562.197,,,,,,,,,
SUI/USDC:USDC,OPEN,,214.5,,0.93141,,,,,,,,
ETH/USDC:USDC,OPEN,,0.3334,,2694.94,,,,,,,,
SOL/USDC:USDC,OPEN,,3.81,,157.4365,,,,,,,,
BTC/USDC:USDC,OPEN,,0.01267,,63112,,,,,,,,
LINK/USDC:USDC,OPEN,,58.2,,12.00103,,,,,,,,
SEI/USDC:USDC,OPEN,,882,,0.339319,,,,,,,,
SOL/USDC:USDC,OPEN,,4.46,,156.9123,,,,,,,,
ETH/USDC:USDC,OPEN,,0.3712,,2689.52,,,,,,,,
kBONK/USDC:USDC,OPEN,,77070,,0.020753,,,,,,,,
SUI/USDC:USDC,OPEN,,325.6,,0.92028,,,,,,,,
SEI/USDC:USDC,OPEN,,1190,,0.335406,,,,,,,,
ONDO/USDC:USDC,OPEN,,273,,0.721028,,,,,,,,
kPEPE/USDC:USDC,OPEN,,92497,,0.008653,,,,,,,,
SUI/USDC:USDC,OPEN,,438,,0.91233,,,,,,,,
kBONK/USDC:USDC,OPEN,,82231,,0.020666,,,,,,,,
SOL/USDC:USDC,OPEN,,5.11,,156.5012,,,,,,,,
LINK/USDC:USDC,OPEN,,66.9,,11.93405,,,,,,,,,
WLD/USDC:USDC,OPEN,,469.6,,1.7038,,,,,,,,
BNB/USDC:USDC,OPEN,,2.44,,561.01,,,,,,,,
WLD/USDC:USDC,OPEN,,532.1,,1.69149,,,,,,,,
SOL/USDC:USDC,OPEN,,5.76,,156.2065,,,,,,,,
DOT/USDC:USDC,OPEN,,-3.9,,4.5494,,,,,,,,
DOT/USDC:USDC,OPEN,,-219.6,,4.5494,,,,,,,,
SUI/USDC:USDC,OPEN,,110.7,,0.903,,,,,,,,
SUI/USDC:USDC,OPEN,,221.8,,0.90133,,,,,,,,
SUI/USDC:USDC,OPEN,,334,,0.89789,,,,,,,,
WLD/USDC:USDC,OPEN,,595.6,,1.67884,,,,,,,,,
kSHIB/USDC:USDC,OPEN,,93799,,0.014917,,,,,,,,
SOL/USDC:USDC,OPEN,,6.42,,155.7802,,,,,,,,,
BNB/USDC:USDC,OPEN,,2.62,,559.955,,,,,,,,,
kPEPE/USDC:USDC,OPEN,,104775,,0.008593,,,,,,,,,
LINK/USDC:USDC,OPEN,,75.6,,11.87535,,,,,,,,
kBONK/USDC:USDC,OPEN,,87510,,0.020564,,,,,,,,
SUI/USDC:USDC,OPEN,,447.6,,0.8932,,,,,,,,
BTC/USDC:USDC,OPEN,,0.0143,,62924.2,,,,,,,,
LTC/USDC:USDC,OPEN,,20.29,,64.5895,,,,,,,,
LTC/USDC:USDC,OPEN,,21.65,,64.4596,,,,,,,,
WLD/USDC:USDC,OPEN,,659.6,,1.66758,,,,,,,,
SUI/USDC:USDC,OPEN,,562.2,,0.88869,,,,,,,,
SOL/USDC:USDC,OPEN,,7.09,,155.268,,,,,,,,
kBONK/USDC:USDC,OPEN,,92852,,0.020458,,,,,,,,
BTC/USDC:USDC,OPEN,,0.01594,,62728.1,,,,,,,,,
LTC/USDC:USDC,OPEN,,23.27,,64.2669,,,,,,,,
SEI/USDC:USDC,OPEN,,1507,,0.331286,,,,,,,,
ONDO/USDC:USDC,OPEN,,421,,0.702077,,,,,,,,
kPEPE/USDC:USDC,OPEN,,117554,,0.008507,,,,,,,,
ARB/USDC:USDC,OPEN,,2382.6,,0.58754,,,,,,,,
ETH/USDC:USDC,OPEN,,0.4122,,2664.1,,,,,,,,,
SEI/USDC:USDC,OPEN,,1833,,0.326778,,,,,,,,
BNB/USDC:USDC,OPEN,,2.8,,557.852,,,,,,,,,
ONDO/USDC:USDC,OPEN,,573,,0.68923,,,,,,,,
ARB/USDC:USDC,OPEN,,2574.5,,0.5825,,,,,,,,
LTC/USDC:USDC,OPEN,,24.94,,63.9625,,,,,,,,,
kSHIB/USDC:USDC,OPEN,,101157,,0.014819,,,,,,,,
kPEPE/USDC:USDC,OPEN,,130783,,0.008412,,,,,,,,
SUI/USDC:USDC,OPEN,,681.1,,0.8804,,,,,,,,
ETH/USDC:USDC,OPEN,,0.4532,,2643.6,,,,,,,,
SUI/USDC:USDC,OPEN,,802.4,,0.8717,,,,,,,,
TON/USDC:USDC,OPEN,,123.3,,5.67879,,,,,,,,
BTC/USDC:USDC,OPEN,,0.01763,,62400,,,,,,,,
ETH/USDC:USDC,OPEN,,0.4938,,2628.75,,,,,,,,
LINK/USDC:USDC,OPEN,,84.6,,11.79393,,,,,,,,
BNB/USDC:USDC,OPEN,,2.98,,556.516,,,,,,,,
WLD/USDC:USDC,OPEN,,727,,1.65057,,,,,,,,
BTC/USDC:USDC,OPEN,,0.01934,,62073.7,,,,,,,,
SOL/USDC:USDC,OPEN,,7.78,,154.3192,,,,,,,,,
LTC/USDC:USDC,OPEN,,26.6,,63.7293,,,,,,,,,
SUI/USDC:USDC,OPEN,,924.1,,0.86488,,,,,,,,,
kPEPE/USDC:USDC,OPEN,,143975,,0.008336,,,,,,,,
ETH/USDC:USDC,OPEN,,0.5348,,2614.1,,,,,,,,
TON/USDC:USDC,OPEN,,142.3,,5.62437,,,,,,,,
LINK/USDC:USDC,OPEN,,93.7,,11.7145,,,,,,,,
TRX/USDC:USDC,OPEN,,3724,,0.160933,,,,,,,,
BNB/USDC:USDC,OPEN,,3.16,,555.13,,,,,,,,
STG/USDC:USDC,OPEN,,327,,0.30569,,,,,,,,
SUI/USDC:USDC,OPEN,,1045.2,,0.8603,,,,,,,,
WIF/USDC:USDC,OPEN,,115,,1.624,,,,,,,,
WIF/USDC:USDC,OPEN,,-8,,1.617,,,,,,,,
kSHIB/USDC:USDC,OPEN,,108317,,0.014762,,,,,,,,
BNB/USDC:USDC,OPEN,,3.34,,554.366,,,,,,,,
TON/USDC:USDC,OPEN,,161,,5.59289,,,,,,,,
kPEPE/USDC:USDC,OPEN,,156754,,0.008295,,,,,,,,,
LINK/USDC:USDC,OPEN,,102.4,,11.69024,,,,,,,,
ETH/USDC:USDC,OPEN,,0.5749,,2605.43,,,,,,,,
BTC/USDC:USDC,OPEN,,0.02103,,61825.3,,,,,,,,
SUI/USDC:USDC,OPEN,,1168.1,,0.85536,,,,,,,,
LINK/USDC:USDC,OPEN,,111.3,,11.65624,,,,,,,,,
WLD/USDC:USDC,OPEN,,793.7,,1.63775,,,,,,,,
BTC/USDC:USDC,OPEN,,0.02274,,61587.9,,,,,,,,
STG/USDC:USDC,OPEN,,-336,,0.29745,,,,,,,,
CRV/USDC:USDC,OPEN,,-343.2,,0.29149,,,,,,,,
SUI/USDC:USDC,OPEN,,1297.5,,0.84704,,,,,,,,
SEI/USDC:USDC,OPEN,,2171,,0.321768,,,,,,,,
ARB/USDC:USDC,OPEN,,2771.3,,0.57716,,,,,,,,,
LINK/USDC:USDC,OPEN,,120.3,,11.61365,,,,,,,,,
AAVE/USDC:USDC,OPEN,,7.51,,133.3938,,,,,,,,,
WLD/USDC:USDC,OPEN,,862.8,,1.62258,,,,,,,,
kPEPE/USDC:USDC,OPEN,,170187,,0.008229,,,,,,,,,
kSHIB/USDC:USDC,OPEN,,115747,,0.014678,,,,,,,,
ETH/USDC:USDC,OPEN,,0.6155,,2596.05,,,,,,,,,
SOL/USDC:USDC,OPEN,,8.49,,153.2095,,,,,,,,,
BNB/USDC:USDC,OPEN,,3.53,,552.74,,,,,,,,,
kBONK/USDC:USDC,OPEN,,98513,,0.020298,,,,,,,,
BTC/USDC:USDC,OPEN,,0.02446,,61336.8,,,,,,,,
SEI/USDC:USDC,OPEN,,2512,,0.317857,,,,,,,,
LINK/USDC:USDC,OPEN,,129.2,,11.58708,,,,,,,,,
WLD/USDC:USDC,OPEN,,929.5,,1.6139,,,,,,,,
SUI/USDC:USDC,OPEN,,1420.8,,0.84382,,,,,,,,
LINK/USDC:USDC,OPEN,,138.2,,11.55979,,,,,,,,
AAVE/USDC:USDC,OPEN,,8.31,,132.5347,,,,,,,,,
WLD/USDC:USDC,OPEN,,996.6,,1.60561,,,,,,,,
ARB/USDC:USDC,OPEN,,2964.4,,0.57332,,,,,,,,
SUI/USDC:USDC,OPEN,,1545,,0.8406,,,,,,,,,
kBONK/USDC:USDC,OPEN,,104076,,0.020174,,,,,,,,
LINK/USDC:USDC,OPEN,,147.2,,11.53241,,,,,,,,
LTC/USDC:USDC,OPEN,,28.22,,63.6042,,,,,,,,
SUI/USDC:USDC,OPEN,,1667.7,,0.83868,,,,,,,,
CRV/USDC:USDC,OPEN,,330.4,,0.30304,,,,,,,,
LINK/USDC:USDC,OPEN,,156.1,,11.5134,,,,,,,,
RUNE/USDC:USDC,OPEN,,47.6,,4.1138,,,,,,,,
STG/USDC:USDC,OPEN,,331,,0.30171,,,,,,,,
TON/USDC:USDC,OPEN,,18.1,,5.5341,,,,,,,,
RUNE/USDC:USDC,OPEN,,23.6,,4.1138,,,,,,,,
BTC/USDC:USDC,OPEN,,0.02612,,61269.1,,,,,,,,
kPEPE/USDC:USDC,OPEN,,182786,,0.008209,,,,,,,,
LINK/USDC:USDC,OPEN,,165,,11.49903,,,,,,,,
SOL/USDC:USDC,OPEN,,9.18,,152.5256,,,,,,,,,
SEI/USDC:USDC,OPEN,,2826,,0.317943,,,,,,,,
WLD/USDC:USDC,OPEN,,1055.3,,1.60168,,,,,,,,
WLD/USDC:USDC,OPEN,,1061.8,,1.60128,,,,,,,,
CRV/USDC:USDC,OPEN,,-345.5,,0.28907,,,,,,,,,
DOT/USDC:USDC,OPEN,,-232.7,,4.2935,,,,,,,,
SOL/USDC:USDC,OPEN,,9.88,,151.789,,,,,,,,
kBONK/USDC:USDC,OPEN,,109581,,0.020072,,,,,,,,
SUI/USDC:USDC,OPEN,,122.7,,0.81366,,,,,,,,
TON/USDC:USDC,OPEN,,36.6,,5.47536,,,,,,,,
ETH/USDC:USDC,OPEN,,0.6548,,2592.66,,,,,,,,,
BNB/USDC:USDC,OPEN,,3.71,,551.939,,,,,,,,,
LINK/USDC:USDC,OPEN,,174,,11.47663,,,,,,,,
SEI/USDC:USDC,OPEN,,3149,,0.31714,,,,,,,,
BTC/USDC:USDC,OPEN,,0.0278,,61172.9,,,,,,,,,
ARB/USDC:USDC,OPEN,,3158.4,,0.5698,,,,,,,,,
kPEPE/USDC:USDC,OPEN,,195653,,0.008181,,,,,,,,,
AAVE/USDC:USDC,OPEN,,9.11,,131.9204,,,,,,,,,
WLD/USDC:USDC,OPEN,,1128.3,,1.59561,,,,,,,,
SEI/USDC:USDC,OPEN,,3475,,0.316085,,,,,,,,
kSHIB/USDC:USDC,OPEN,,122875,,0.01464,,,,,,,,
SUI/USDC:USDC,OPEN,,246.6,,0.80991,,,,,,,,
BTC/USDC:USDC,OPEN,,0.02949,,61053.2,,,,,,,,,
ETH/USDC:USDC,OPEN,,0.6944,,2588.61,,,,,,,,
BNB/USDC:USDC,OPEN,,3.89,,551.072,,,,,,,,,
LINK/USDC:USDC,OPEN,,183.2,,11.44853,,,,,,,,
SEI/USDC:USDC,OPEN,,3803,,0.315112,,,,,,,,
LTC/USDC:USDC,OPEN,,29.83,,63.5113,,,,,,,,,
kPEPE/USDC:USDC,OPEN,,208733,,0.008147,,,,,,,,,
kBONK/USDC:USDC,OPEN,,115162,,0.019968,,,,,,,,
ARB/USDC:USDC,OPEN,,3354.3,,0.56634,,,,,,,,
AAVE/USDC:USDC,OPEN,,9.92,,131.2663,,,,,,,,
STG/USDC:USDC,OPEN,,-339,,0.294851,,,,,,,,
SUI/USDC:USDC,OPEN,,372.2,,0.80529,,,,,,,,
LTC/USDC:USDC,OPEN,,31.44,,63.4308,,,,,,,,
LTC/USDC:USDC,OPEN,,33.07,,63.322,,,,,,,,
SOL/USDC:USDC,OPEN,,10.6,,150.8837,,,,,,,,,
SUI/USDC:USDC,OPEN,,497.6,,0.8035,,,,,,,,,
kPEPE/USDC:USDC,OPEN,,221945,,0.008113,,,,,,,,,
LINK/USDC:USDC,OPEN,,192.4,,11.41977,,,,,,,,
BTC/USDC:USDC,OPEN,,0.03119,,60938.9,,,,,,,,,
ETH/USDC:USDC,OPEN,,0.7341,,2584.51,,,,,,,,,
BNB/USDC:USDC,OPEN,,4.07,,550.277,,,,,,,,,
kSHIB/USDC:USDC,OPEN,,130059,,0.0146,,,,,,,,,
kBONK/USDC:USDC,OPEN,,120752,,0.019872,,,,,,,,
LTC/USDC:USDC,OPEN,,34.69,,63.2416,,,,,,,,
SUI/USDC:USDC,OPEN,,623,,0.80202,,,,,,,,
RUNE/USDC:USDC,OPEN,,-488.9,,4.1086,,,,,,,,
BNB/USDC:USDC,OPEN,,4.25,,549.534,,,,,,,,
ETH/USDC:USDC,OPEN,,0.7738,,2580.88,,,,,,,,
BTC/USDC:USDC,OPEN,,0.03289,,60827.9,,,,,,,,,
SOL/USDC:USDC,OPEN,,11.32,,150.047,,,,,,,,,
SUI/USDC:USDC,OPEN,,748.5,,0.80099,,,,,,,,,
kPEPE/USDC:USDC,OPEN,,235039,,0.008086,,,,,,,,,
LINK/USDC:USDC,OPEN,,201.5,,11.40049,,,,,,,,,
WLD/USDC:USDC,OPEN,,1195.4,,1.58968,,,,,,,,,
kBONK/USDC:USDC,OPEN,,126360,,0.019781,,,,,,,,
ARB/USDC:USDC,OPEN,,3378.1,,0.56591,,,,,,,,,
kSHIB/USDC:USDC,OPEN,,137258,,0.014562,,,,,,,,
RUNE/USDC:USDC,OPEN,,-5.6,,4.1086,,,,,,,,
ETH/USDC:USDC,OPEN,,0.8135,,2577.83,,,,,,,,
TRX/USDC:USDC,OPEN,,4345,,0.160932,,,,,,,,
DOT/USDC:USDC,OPEN,,-233.5,,4.2787,,,,,,,,
kSHIB/USDC:USDC,OPEN,,144371,,0.014538,,,,,,,,
BTC/USDC:USDC,OPEN,,0.03458,,60754.7,,,,,,,,,
SOL/USDC:USDC,OPEN,,12.04,,149.3613,,,,,,,,
WIF/USDC:USDC,OPEN,,1270,,1.562348,,,,,,,,
kPEPE/USDC:USDC,OPEN,,248025,,0.008066,,,,,,,,,
kBONK/USDC:USDC,OPEN,,132048,,0.019687,,,,,,,,
CRV/USDC:USDC,OPEN,,-352.9,,0.2831,,,,,,,,
LINK/USDC:USDC,OPEN,,210.7,,11.37737,,,,,,,,
SEI/USDC:USDC,OPEN,,4146,,0.313145,,,,,,,,
BTC/USDC:USDC,OPEN,,0.03629,,60643.7,,,,,,,,,
ETH/USDC:USDC,OPEN,,0.8542,,2572.03,,,,,,,,,
SOL/USDC:USDC,OPEN,,12.78,,148.5093,,,,,,,,,
WLD/USDC:USDC,OPEN,,1264.5,,1.58177,,,,,,,,
LTC/USDC:USDC,OPEN,,1.61,,61.921,,,,,,,,,
SUI/USDC:USDC,OPEN,,876.4,,0.79784,,,,,,,,,
LINK/USDC:USDC,OPEN,,220.1,,11.34742,,,,,,,,,
AAVE/USDC:USDC,OPEN,,10.74,,130.5352,,,,,,,,,
kSHIB/USDC:USDC,OPEN,,151645,,0.0145,,,,,,,,
ARB/USDC:USDC,OPEN,,3580.3,,0.56187,,,,,,,,
kPEPE/USDC:USDC,OPEN,,261423,,0.008036,,,,,,,,
AAVE/USDC:USDC,OPEN,,11.58,,129.7427,,,,,,,,
TON/USDC:USDC,OPEN,,55.5,,5.41649,,,,,,,,
SEI/USDC:USDC,OPEN,,4500,,0.310739,,,,,,,,
STG/USDC:USDC,OPEN,,341,,0.29268,,,,,,,,
TRX/USDC:USDC,OPEN,,4973,,0.16068,,,,,,,,
BTC/USDC:USDC,OPEN,,0.03799,,60560.9,,,,,,,,,
ETH/USDC:USDC,OPEN,,0.8941,,2568.93,,,,,,,,,
LINK/USDC:USDC,OPEN,,229.2,,11.3322,,,,,,,,,
kBONK/USDC:USDC,OPEN,,137794,,0.019592,,,,,,,,
kSHIB/USDC:USDC,OPEN,,158891,,0.014468,,,,,,,,
TRX/USDC:USDC,OPEN,,5600,,0.160547,,,,,,,,
kSHIB/USDC:USDC,OPEN,,166052,,0.014447,,,,,,,,
LINK/USDC:USDC,OPEN,,238.2,,11.32274,,,,,,,,
WLD/USDC:USDC,OPEN,,1330.1,,1.5789,,,,,,,,
SOL/USDC:USDC,OPEN,,13.5,,147.9525,,,,,,,,
TRX/USDC:USDC,OPEN,,6230,,0.160348,,,,,,,,
SOL/USDC:USDC,OPEN,,14.23,,147.4209,,,,,,,,
kPEPE/USDC:USDC,OPEN,,274361,,0.008021,,,,,,,,
ARB/USDC:USDC,OPEN,,3775.6,,0.55931,,,,,,,,,
SUI/USDC:USDC,OPEN,,122.7,,0.81513,,,,,,,,,
WLD/USDC:USDC,OPEN,,1396.2,,1.57582,,,,,,,,,
kBONK/USDC:USDC,OPEN,,143470,,0.019514,,,,,,,,
BTC/USDC:USDC,OPEN,,0.03968,,60502,,,,,,,,,
BNB/USDC:USDC,OPEN,,4.43,,548.997,,,,,,,,
TRX/USDC:USDC,OPEN,,6866,,0.16005,,,,,,,,
BTC/USDC:USDC,OPEN,,0.04137,,60446.2,,,,,,,,
ETH/USDC:USDC,OPEN,,0.9337,,2566.9,,,,,,,,
BTC/USDC:USDC,OPEN,,0.04306,,60392.8,,,,,,,,
kPEPE/USDC:USDC,OPEN,,287363,,0.008006,,,,,,,,
BNB/USDC:USDC,OPEN,,4.61,,548.472,,,,,,,,
LTC/USDC:USDC,OPEN,,1.52,,65.555,,,,,,,,
TRX/USDC:USDC,OPEN,,7502,,0.159806,,,,,,,,
SUI/USDC:USDC,OPEN,,246.1,,0.81244,,,,,,,,
kBONK/USDC:USDC,OPEN,,149201,,0.019434,,,,,,,,
SOL/USDC:USDC,OPEN,,14.96,,146.8817,,,,,,,,
WLD/USDC:USDC,OPEN,,1462.9,,1.57232,,,,,,,,
LINK/USDC:USDC,OPEN,,247.2,,11.31371,,,,,,,,
ETH/USDC:USDC,OPEN,,0.9734,,2564.78,,,,,,,,
BTC/USDC:USDC,OPEN,,0.04476,,60338.7,,,,,,,,
SEI/USDC:USDC,OPEN,,4847,,0.309117,,,,,,,,
kSHIB/USDC:USDC,OPEN,,173287,,0.014421,,,,,,,,
BTC/USDC:USDC,OPEN,,0.04646,,60283.4,,,,,,,,
TRX/USDC:USDC,OPEN,,8139,,0.159571,,,,,,,,
SEI/USDC:USDC,OPEN,,5195,,0.307689,,,,,,,,
TRX/USDC:USDC,OPEN,,8776,,0.159372,,,,,,,,
SUI/USDC:USDC,OPEN,,369.7,,0.81149,,,,,,,,
WLD/USDC:USDC,OPEN,,1529.8,,1.56891,,,,,,,,
DOT/USDC:USDC,OPEN,,-234.9,,4.2533,,,,,,,,
BTC/USDC:USDC,OPEN,,0.04816,,60237.3,,,,,,,,,
SUI/USDC:USDC,OPEN,,493.9,,0.8101,,,,,,,,
ETH/USDC:USDC,OPEN,,1.0131,,2562.93,,,,,,,,,
